"Country","Document","ElementText","HazardType"
"Türkiye","BTR","<span title='Landslides are frequent in the Eastern Black Sea region, and forest fires are increasingly affecting areas like Antalya and Muğla due to extreme temperatures.'>Landslides are frequent in the Eastern Black Sea r...</span>","Extreme temperature;Wildfire;Landslide"
"Türkiye","BTR","<span title='Biodiversity and ecosystem services in Türkiye are highly impacted by climate change, especially due to drought risk.'>Biodiversity and ecosystem services in Türkiye are...</span>","Extreme temperature;Drought"
"Türkiye","BTR","<span title='Vulnerability and risk studies show that species diversity is at very high risk of drought in regions such as Eastern Mediterranean, Southern Central Anatolia, and Northern Eastern Anatolia.'>Vulnerability and risk studies show that species d...</span>","Drought"
"Türkiye","BTR","<span title='Wetland ecosystems in Central, Eastern, and Southeastern Anatolia face the highest drought risks, which could lead to a decline in biodiversity, reduced ecosystem services, and increased reed fires in high-risk areas'>Wetland ecosystems in Central, Eastern, and Southe...</span>","Extreme temperature;Drought;Wildfire"
"Türkiye","BTR","<span title='Climate change is expected to have a significant impact on coastal areas and result in an increase in sea water temperature, level, and acidification, and a decrease in oxygen concentration.'>Climate change is expected to have a significant i...</span>","Sea temperature;Ocean acidification"
"Türkiye","BTR","<span title='Health impacts from air pollution, heatwaves, and coldwaves are also expected to rise, leading to more respiratory, cardiovascular, and mental health issues.'>Health impacts from air pollution, heatwaves, and ...</span>","Extreme temperature"
"Türkiye","BTR","<span title='Cities in the Black Sea region, in particular, are prone to heavy precipitation and flooding, while coastal cities in the Mediterranean and Aegean regions face threats from heavy rainfall and windstorms.'>Cities in the Black Sea region, in particular, are...</span>","Storm;Flood;Change in precipitation"
"Türkiye","BTR","<span title='Heatwaves also pose a severe risk, especially in southern cities with dense populations and few natural areas.'>Heatwaves also pose a severe risk, especially in s...</span>","Extreme temperature"
"Türkiye","BTR","<span title='Current assessments show high or very high risks of heavy precipitation in cities along the Black Sea, Aegean, Mediterranean, and Southeastern Anatolia, with heatwave risks concentrated in the southern half of the country. These risks are expected to increase in the future.'>Current assessments show high or very high risks o...</span>","Extreme temperature;Change in precipitation"
"Türkiye","BTR","<span title='Climate change is expected to significantly impact Türkiye's tourism sector, especially in the southern Aegean, Mediterranean, and Central Anatolian regions, where heatwaves pose an extremely high risk.'>Climate change is expected to significantly impact...</span>","Extreme temperature"
"Türkiye","BTR","<span title='Wildfires in 2021 damaged natural heritage sites and flooding due to heavy precipitation poses a growing risk, particularly in coastal and steep areas. These climate hazards could lead to a decline in tourism and a reduction in the variety of touristic activities.'>Wildfires in 2021 damaged natural heritage sites a...</span>","Wildfire;Flood;Change in precipitation"
"Türkiye","BTR","<span title='Cultural heritage sites are also highly vulnerable, with heatwaves and moisture accelerating degradation of monuments and archaeological sites. The 2023 floods in southern Türkiye demonstrated the risks to multi-layered heritage sites, museums, and archives, where damage to artifacts could be irreversible.'>Cultural heritage sites are also highly vulnerable...</span>","Extreme temperature;Flood"
"Türkiye","BTR","<span title='Heatwaves can increase peak electricity demand and damage energy transmission lines, while drought threatens water-dependent hydroelectric power plants, particularly in Southeastern and Eastern Anatolia. Heatwave risk is currently highest in southern provinces, with future risk expected to increase in Eastern and Southeastern Anatolia.'>Heatwaves can increase peak electricity demand and...</span>","Extreme temperature;Drought"
"Türkiye","BTR","<span title='Climate change poses significant risks to Türkiye's industrial sector, especially from extreme weather events like drought, heavy precipitation, and heatwaves'>Climate change poses significant risks to Türkiye'...</span>","Extreme temperature;Drought;Change in precipitation"
"Türkiye","BTR","<span title='Industries that rely on agriculture and water resources are particularly vulnerable. Current vulnerability and risk assessments show that heavy precipitation risks are high in industrial zones near the Black Sea, Aegean, and Mediterranean regions, and drought risk is extremely high in Central Anatolia, the Eastern Mediterranean, and Southeastern Anatolia'>Industries that rely on agriculture and water reso...</span>","Drought;Change in precipitation"
"Türkiye","BTR","<span title='Vulnerability and risk assessments show that heavy precipitation poses high and very high risks, especially along the central and eastern Black Sea, Aegean, and Mediterranean coasts.'>Vulnerability and risk assessments show that heavy...</span>","Change in precipitation"
"Türkiye","BTR","<span title='Heatwaves also present high risks, particularly in western and southern Türkiye, with risks expected to increase in the future.'>Heatwaves also present high risks, particularly in...</span>","Extreme temperature"
"Türkiye","BTR","<span title='Ports, crucial for external trade and economic growth, are highly vulnerable to sea-level rise, storm surges, and other climate hazards, making their climate resilience a strategic priority.'>Ports, crucial for external trade and economic gro...</span>","Storm;Sea level rise"
