"","X.1","X","...1","RowID","Country","Document","Element","ElementLabel","ElementText","HazardType","SystemType","Sector","SectorType","ResultType","Action.level","ActionType","IndicatorType_theme","IndicatorType_information","IndicatorType_function","BarrierType","SectorType_GGA","ClimateImpact_Keywords","ImpactCategories","From_SystemAtRisk","Source_ElementLabel","InterventionType_GPT","ActionType_GPT"
"11285",10926,10926,10926,10926,"South Africa","BTR","Climate impact","risks and impacts","Bush encroachment: Increasing levels of atmospheric carbon dioxide may be associated with bush encroachment and increased woody vegetation cover, particularly in South Africa’s savanna and grassland ecosystems (O’Connor et al., 2014). Rangeland ecosystems are home to South Africa’s iconic game species, and most agricultural activities occur in these ecosystems. Bush encroachment, therefore, threatens the tourism and agricultural sectors. Invasive alien species may also spread more easily in degraded rangelands, increasing the risk.",NA,NA,"Biodiversity and ecosystems","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,"Ecosystem degradation & biodiversity loss",NA,NA,NA,NA
"11286",10927,10927,10927,10927,"South Africa","BTR","Climate impact","risks and impacts","Economy and livelihoods: Climate change affects agricultural productivity in South Africa, impacting ecosystems and biodiversity. Changes in temperature and precipitation patterns can contribute to crop failures, affecting food availability for humans and wildlife and disrupting ecosystem services provided by agricultural systems.",NA,NA,"Biodiversity and ecosystems","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,"Soil erosion & land degradation",NA,NA,NA,NA
"11287",10928,10928,10928,10928,"South Africa","BTR","Climate impact","vulnerability","Resource limitations which may result in shortages of medical supplies, insufficient staff and equipment. These limitations restrict timeous and appropriate response to outbreaks or disasters.",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Health",NA,"Soil degradation",NA,NA,NA,NA
"11288",10929,10929,10929,10929,"South Africa","BTR","Climate impact","vulnerability","• Social health determinants such as poverty, social inequality and mental health can increase the risk of health problems; and may also be a barrier to accessing adequate health services.",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Health",NA,NA,NA,NA,NA,NA
"11289",10930,10930,10930,10930,"South Africa","BTR","Climate impact","vulnerability","• Air pollution from increased wildfires, among other sources contributes to respiratory diseases, heart diseases and lung cancer",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Health",NA,NA,NA,NA,NA,NA
"11290",10931,10931,10931,10931,"South Africa","BTR","Climate impact","vulnerability","• Limited access to safe, clean drinking water, affecting especially rural communities which increase the risk of water-borne diseases",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Health",NA,NA,NA,NA,NA,NA
"11291",10932,10932,10932,10932,"South Africa","BTR","Climate impact","vulnerability","• Inadequate sanitation, contaminating water sources and contributing to the spread of infectious diseases",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Health",NA,"Crop production loss",NA,NA,NA,NA
"11292",10933,10933,10933,10933,"South Africa","BTR","Climate impact","vulnerability","• Exposure to toxins and pollutants such as industrial waste and pesticides, used in agriculture.",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Health",NA,NA,NA,NA,NA,NA
"11293",10934,10934,10934,10934,"South Africa","BTR","Climate impact","vulnerability","• Informal settlement increasing the vulnerability and exposure of millions of South African population to heat related stress and deaths.",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Health",NA,"Agricultural pests & diseases",NA,NA,NA,NA
"11294",10935,10935,10935,10935,"South Africa","BTR","Climate impact","vulnerability","• These events and practices can cause new, emerging diseases, or increase the severity of existing diseases, thus putting additional strain on already overburdened health services.",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Health",NA,NA,NA,NA,NA,NA
"11295",10936,10936,10936,10936,"South Africa","BTR","Climate impact","vulnerability","• The elderly and children under 5 years are most vulnerable to heat exposure (Sewe et al., 2015; Scovronick et al., 2018)",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Health",NA,"Crop production loss",NA,NA,NA,NA
"11296",10937,10937,10937,10937,"South Africa","BTR","Climate impact","risks and impacts","Climate-related aspects such as rising temperatures and variable precipitation patterns can expand the range and spread of mosquito-borne diseases such as malaria and dengue fever resulting in increased burden of infectious diseases. These diseases may spread into areas where they were not previously a concern. Higher temperatures have already been linked to cases in Limpopo (Nel and Richards, 2022). The South African National Institute for Communicable Diseases (NICD) monitors weather patterns and malaria transmission rates to predict outbreaks and issue early warnings. (NICD, 2023). The NDoH also released the National Heat-Health Action Guidelines in 2022 (NDoH, 2020a).",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Health",NA,"Ecosystem degradation & biodiversity loss",NA,NA,NA,NA
"11297",10938,10938,10938,10938,"South Africa","BTR","Climate impact","risks and impacts","• More frequent extreme weather events such as flfloods, droughts and heat waves can disrupt sanitation systems, water supplies and food production. resulting in disease outbreak, injuries and malnutrition, heatstroke, increased cardiovascular diseases. Areas with limited access to clean water are especially at risk of outbreaks of waterborne diseases like cholera and diarrhoea.",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Health",NA,"Water quality deterioration",NA,NA,NA,NA
"11298",10939,10939,10939,10939,"South Africa","BTR","Climate impact","risks and impacts","• Mental health is affffected by the stresses of climate change, such as extreme weather events, displacement due to flflooding or drought, and food insecurity, increasing conditions such as anxiety, depression, and post-traumatic stress disorder. The South African Department of Health has begun incorporating mental health considerations into climate change adaptation plans and strategies (NDoH, 2020b).",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Health",NA,NA,NA,NA,NA,NA
"11299",10940,10940,10940,10940,"South Africa","BTR","Climate impact","risks and impacts","Impacts on food security: Climate change can disrupt agricultural production, leading to food shortages and malnutrition. This can weaken immune systems and make people more susceptible to infectious diseases.",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Health",NA,"Damage to buildings & infrastructure",NA,NA,NA,NA
"11300",10941,10941,10941,10941,"South Africa","BTR","Climate impact","risks and impacts","• Impacts on healthcare infrastructure: Extreme weather events like flfloods and storms can damage or destroy healthcare facilities and disrupt essential services such as telecommunications and supply chains, and access routes.",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Health",NA,NA,NA,NA,NA,NA
"11301",10942,10942,10942,10942,"South Africa","BTR","Climate impact","risks and impacts","• Increased heat-related deaths: Additional heat exposure from recent human-caused global warming suggest that approximately 43.8% of heat-related mortality in South Africa was attributable to human-caused climate change from 1991–2018 (Vicedo-Cabrera et al., 2021). In many of South Africa’s 52 districts, this equates to dozens of deaths per year.",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Health",NA,"Water quality deterioration; Cryosphere degradation & ground instability",NA,NA,NA,NA
"11302",10943,10943,10943,10943,"South Africa","BTR","Climate impact","vulnerability","Infrastructure vulnerability: Urban areas, especially metropolitans such as Johannesburg, Cape Town, and Durban, are vulnerable to climate change due to their dense infrastructure. Floods, heatwaves, and storms can damage critical infrastructure like roads, bridges, and buildings, leading to economic losses and disrupting daily life.",NA,NA,"Human Settlements and Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,NA,NA,NA,NA,NA
"11303",10944,10944,10944,10944,"South Africa","BTR","Climate impact","vulnerability","• Heat stress: urban heat islands exacerbate heat stress, particularly during heatwaves, which can pose health risks to vulnerable populations, such as the elderly and the homeless.",NA,NA,"Human Settlements and Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,NA,NA,NA,NA,NA
"11304",10945,10945,10945,10945,"South Africa","BTR","Climate impact","vulnerability","• Water stress: Urban water systems may face increased stress due to changing precipitation patterns and increased demand. Droughts and stormwater pollution can lead to water shortages, affecting sanitation and public health",NA,NA,"Human Settlements and Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,"Water quality deterioration",NA,NA,NA,NA
"11305",10946,10946,10946,10946,"South Africa","BTR","Climate impact","vulnerability","Agricultural impacts: Rural areas are heavily reliant on agriculture and are susceptible to changes in precipitation patterns and temperature. Droughts and floods can damage crops, leading to food insecurity and loss of livelihoods.",NA,NA,"Human Settlements and Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,"Damage to buildings & infrastructure",NA,NA,NA,NA
"11306",10947,10947,10947,10947,"South Africa","BTR","Climate impact","vulnerability","• Water scarcity: Rural communities often rely on local water sources for drinking and irrigation. Changes in precipitation patterns can lead to water scarcity, affecting both human consumption and agriculture.",NA,NA,"Human Settlements and Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,NA,NA,NA,NA,NA
"11307",10948,10948,10948,10948,"South Africa","BTR","Climate impact","vulnerability","• Vulnerability of informal settlements: Informal settlements, common in both urban and rural areas, lack proper infrastructure and services. Informal settlements are particularly vulnerable to flooding, landslides, and other climate-related disasters due to their precarious location and inadequate housing conditions.",NA,NA,"Human Settlements and Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,NA,NA,NA,NA,NA
"11308",10949,10949,10949,10949,"South Africa","BTR","Climate impact","risks and impacts","Sea-level rise: Coastal settlements face the risk of permanent inundation and erosion due to sea-level rise. This poses a threat to infrastructure, property, and livelihoods, especially in low-lying areas such as Cape Town and Durban.",NA,NA,"Human Settlements and Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,NA,NA,NA,NA,NA
"11309",10950,10950,10950,10950,"South Africa","BTR","Climate impact","risks and impacts","• Storm surges: Intense storms and storm surges can cause flooding and coastal erosion, damaging homes and infrastructure along the coastline.",NA,NA,"Human Settlements and Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,"Transport disruption",NA,NA,NA,NA
